Measure,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
80,1,1,1,1,1,0,1,0,1,1,1,0
81,1,1,0,1,1,0,1,0,1,1,0,0
82,1,1,0,1,1,0,1,0,1,1,0,1
83,1,1,0,1,1,0,1,0,1,1,0,0
84,0,1,0,1,1,0,1,0,1,1,0,1
85,0,1,1,0,1,0,1,0,1,1,0,1
86,0,1,0,1,1,0,1,0,1,1,0,1
87,1,1,0,1,1,0,1,1,1,1,0,0
88,0,1,0,1,1,0,0,1,1,1,0,0
89,0,1,0,1,1,1,0,0,1,0,0,0
90,0,1,0,1,0,1,1,0,1,0,0,0
91,1,1,0,1,0,1,1,1,1,0,0,1
92,1,1,0,1,0,1,1,1,1,0,0,1
93,1,1,0,1,0,1,1,1,1,0,0,1
94,1,1,0,1,0,1,1,1,1,1,1,1
95,1,1,0,1,1,1,1,0,1,1,1,1
96,1,1,0,1,1,1,1,0,1,1,1,0
97,0,1,0,0,1,0,1,0,0,1,0,1
98,0,1,0,0,1,0,1,0,0,1,0,0
99,0,1,0,0,1,0,1,0,0,1,0,1
100,0,1,0,0,1,1,1,0,1,1,0,1
101,0,1,0,0,1,1,0,0,1,1,0,1
102,0,1,0,1,0,1,1,0,1,0,0,0
103,0,1,0,1,0,1,0,0,1,1,1,0
104,1,1,0,1,0,1,1,0,1,0,1,0
105,1,1,0,0,0,1,1,0,1,0,1,0
106,1,1,0,0,0,1,1,0,1,0,1,0
107,1,1,0,0,0,1,1,0,1,0,1,0
108,0,1,0,0,0,0,1,0,1,0,1,0
109,1,1,0,0,0,1,1,0,1,0,1,0
110,0,1,0,0,0,1,0,0,1,0,0,0
111,1,1,0,1,0,1,0,0,1,0,0,0
112,1,1,0,1,1,1,1,0,1,1,1,0
113,1,1,0,1,0,1,1,0,1,0,1,0
114,0,1,0,1,0,1,1,0,1,0,1,0
115,0,1,0,1,0,1,1,0,1,0,1,0
116,0,1,0,0,0,1,0,0,1,0,1,0
117,0,1,0,1,0,1,1,0,1,0,0,0
118,0,1,0,1,0,1,0,0,1,0,1,0
119,0,1,0,1,0,1,0,0,1,0,0,0
120,0,1,1,0,0,0,0,0,1,0,1,1
121,0,1,1,0,0,0,0,0,1,0,1,0
122,0,1,0,1,0,0,1,0,0,0,1,0
123,1,1,0,0,0,1,0,0,1,0,0,0
124,0,1,0,1,0,1,0,0,1,0,0,0
125,0,1,0,1,0,1,0,0,1,0,0,0
126,0,1,0,0,0,1,0,0,1,0,0,0
127,0,1,0,0,0,1,0,0,1,0,0,0
128,0,0,0,0,0,0,0,0,0,0,1,0
